ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2025-02-24,0.2790146713732725,44754818694,0,0.0,0.0,0.0,0.2790146713732725,,0.0
2025-02-17,0.05160112340134804,4475482043,0,0.0,0.0,0.0,0.05160112340134804,,0.0
2025-02-24,0.06760782365416773,4475482043,1,689.7,689.7,46.629115974279486,0.9323921763458323,0.9323921763458323,643.0708840257206
2025-02-17,1.3342519828652406,44860382637,0,0.0,0.0,0.0,1.3342519828652406,,0.0
2025-02-24,0.7556783753368106,44860382637,0,0.0,0.0,0.0,0.7556783753368106,,0.0
2025-02-17,0.18650337955778007,44860382932,0,0.0,0.0,0.0,0.18650337955778007,,0.0
2025-02-24,0.08089492522857589,44860382932,0,0.0,0.0,0.0,0.08089492522857589,,0.0
2025-02-17,0.3498265248778625,4486038328,0,0.0,0.0,0.0,0.3498265248778625,,0.0
2025-02-24,0.2246490849155917,4486038328,0,0.0,0.0,0.0,0.2246490849155917,,0.0
2025-02-17,0.0940058842438774,44860383567,0,0.0,0.0,0.0,0.0940058842438774,,0.0
2025-02-24,0.1203125638309841,44860383567,0,0.0,0.0,0.0,0.1203125638309841,,0.0
2025-02-17,0.4872880413963943,4486038387,0,0.0,0.0,0.0,0.4872880413963943,,0.0
2025-02-24,0.34091449264080503,4486038387,1,0.0,0.0,0.0,0.659085507359195,0.659085507359195,0.0
2025-02-17,0.015783951394441692,44860384161,1,1157.7,1157.7,18.273080529345147,0.9842160486055583,0.9842160486055583,1139.4269194706549
2025-02-24,0.04863438982031397,44860384161,1,0.0,0.0,0.0,0.951365610179686,0.951365610179686,0.0
2025-02-17,1.904305962423705,44860384494,7,3675.0,525.0,999.7606302724452,5.095694037576295,0.7279562910823278,18726.675588092883
2025-02-24,1.6571989647317324,44860384494,0,2579.4,0.0,0.0,1.6571989647317324,,4274.579009629031
2025-02-17,0.18770549609231504,44860384733,0,0.0,0.0,0.0,0.18770549609231504,,0.0
2025-02-24,0.21953094573883097,44860384733,0,0.0,0.0,0.0,0.21953094573883097,,0.0
2025-02-17,0.04764476110586699,44860385094,1,1572.3,1572.3,74.91185788675466,0.952355238894133,0.952355238894133,1497.3881421132453
2025-02-24,0.07770347635285488,44860385094,0,0.0,0.0,0.0,0.07770347635285488,,0.0
2025-02-17,0.06292922922411896,44860385362,0,0.0,0.0,0.0,0.06292922922411896,,0.0
2025-02-24,0.034448219842793365,44860385362,1,0.0,0.0,0.0,0.9655517801572067,0.9655517801572067,0.0
2025-02-17,0.0417151341949985,44860385918,1,2358.9,2358.9,98.40183005258196,0.9582848658050015,0.9582848658050015,2260.4981699474183
2025-02-24,0.06668123521751651,44860385918,0,0.0,0.0,0.0,0.06668123521751651,,0.0
2025-02-17,0.045499189927279415,746436995,0,0.0,0.0,0.0,0.045499189927279415,,0.0
